name,main_category,sub_category,ratings,no_of_ratings,discount_price,actual_price,discount_pct
Sasitrends Oxidised German Silver Necklace with Jumki for Women and Girls,stores,Amazon Fashion,4.2,808.0,699.0,1500.0,53.4
Sanisa Women's Rayon Regular Dress Shirt (322KN772-M_Black_M),stores,Amazon Fashion,3.8,128.0,279.0,1520.0,81.64
Kuber Industries Dining Table cover 6 Seater|Floral Table Cover 6 Seater|Table Cover For Home Décor|CREAM,stores,Amazon Fashion,4.1,1552.0,341.05,499.0,31.65
"Shoe Shield Sneaker Wipes | 10 Individually Packed Wipes| Perfect To Use On Leather, Canvas, Mesh, Vinyl, Nylon & PU",stores,Amazon Fashion,4.5,10.0,499.0,990.0,49.6
Titan Neo Analog Silver Dial Men's Watch-NL1767SL01/NP1767SL01,stores,Amazon Fashion,4.2,273.0,3795.0,3795.0,0.0
"Fiama Cooling Gel Bar Menthol & Magnolia, With Skin Conditioners For Moisturized Skin, 125g Soap (Pack Of 3)",stores,Amazon Fashion,4.3,3005.0,211.0,235.0,10.21
"LENSKART BLU | Zero Power Blue Cut Computer Glasses | Anti Glare, Lightweight & Blocks Harmful Rays | UV Protection Specs...",stores,Amazon Fashion,3.9,673.0,719.0,3500.0,79.46
VAMA FASHIONS White Golden Beads Fancy Waist Belt Hip Chain for Women,stores,Amazon Fashion,3.6,105.0,276.0,700.0,60.57
Sparx Men's Ss-453 Sport Sandal,stores,Amazon Fashion,3.7,48.0,789.0,949.0,16.86
KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 2},stores,Amazon Fashion,0.0,0.0,849.0,899.0,5.56
GaxQuly Travel Toiletry Waterproof Bag/Cosmatic Bag/Hanging Side Open Toiletry Bag/Extra Large Travel Makeup Organiser Bag...,stores,Amazon Fashion,4.0,351.0,495.0,999.0,50.45
"Joy Skin Fruits Fruit Moisturizing Cream With Jojoba and Almond Oil, For All Skin Types 500 ml",stores,Amazon Fashion,4.4,2351.0,250.0,390.0,35.9
EVAX Black Analog PU Strap and King Bracelet Combo Watch for Boy and Men,stores,Amazon Fashion,3.7,35.0,249.0,699.0,64.38
"SYGA Kids Goggles, Modern Stylish Eyewears for Boy's and Girls, Ear Tie Style, Suitable for Age 3-8 Years",stores,Amazon Fashion,4.0,92.0,199.0,549.0,63.75
"Vararo Wooden Bangle Storage Box Women for Jewellery, Bangle Box, Vanity Box, CHURI Vanity Make up Jewellery Vanity Box Si...",stores,Amazon Fashion,3.5,7.0,299.0,999.0,70.07
BATA Womens Terrance Cushion Brown Slipper - 9 UK (8714843),stores,Amazon Fashion,3.9,254.0,503.0,852.0,40.96
Glow & Lovely Advanced Multi Vitamin Face Cream 50 g,stores,Amazon Fashion,4.3,666.0,110.0,122.0,9.84
Ozoy Card Holder -10 Slots Metal RFID Blocking Metal Credit Card Holder Wallet for Men Women (Black-10cm x 7cm x 1.5cm ),stores,Amazon Fashion,4.5,39.0,399.0,3499.0,88.6
"Biotique Morning Nectar Nourish & Hydrate Body Wash For Visibly Flawless Skin, 200ml",stores,Amazon Fashion,4.3,2516.0,143.0,220.0,35.0
NEGLIGEE Women's Cotton Printed Night Gown Nighty Combo Pack of 4 - Free Size,stores,Amazon Fashion,3.7,1728.0,1399.0,3196.0,56.23
YouBella Jewellery Traditional Gold Plated Bracelet Bangles Set for Girls and Women,stores,Amazon Fashion,4.2,1908.0,375.0,1999.0,81.24
PARAGON Men UK/India EU,stores,Amazon Fashion,4.0,1391.0,279.0,359.0,22.28
"Decals Design 'Flowers Branch' Wall Sticker (PVC Vinyl, 60 cm x 90 cm),Multicolor",stores,Amazon Fashion,4.1,29947.0,149.0,830.0,82.05
Carbonado Gaming Backpack | For 17.3 inch Laptop Compatible for Carrying Gaming Laptop and Gaming Accessories | Unisex,stores,Amazon Fashion,4.5,51.0,3315.0,3490.0,5.01
French Connection Smartwatch Unisex Watch (Dial Colored Strap),stores,Amazon Fashion,3.4,643.0,4199.0,10450.0,59.82
Jack & Jones Men's Cap (258378512-Blue Denim_Blue Free Size),stores,Amazon Fashion,4.0,17.0,799.0,799.0,0.0
Cipla Saslic DS Foaming Face Wash (1 Pack),stores,Amazon Fashion,4.2,927.0,315.0,450.0,30.0
Box Queen Red Velvet Jewel Jewellery Zip Purse Pouch For Long Necklace Haram and Earring,stores,Amazon Fashion,4.1,26.0,199.0,499.0,60.12
"WIDNES Men's Synthetic Messenger Bag (11"" x 8"" Black)",stores,Amazon Fashion,4.2,374.0,545.0,895.0,39.11
KAYU™ Boys Snowfall Solid Regular Fit Full Sleeves T-Shirts {Pack of 1},stores,Amazon Fashion,0.0,0.0,399.0,399.0,0.0
IIK COLLECTION Reactangle Studded Dial Metalic Bracelet Chain Strap Analogue Wrist Watch for Men and Boys,stores,Amazon Fashion,3.5,329.0,616.0,1499.0,58.91
WaterScience CLEO Shower & Tap Filter - Hard water Softener/Conditioner for Borewell/Tanker Water- Fits Taps & Showers |CL...,stores,Amazon Fashion,3.7,3359.0,2345.0,2795.0,16.1
Vogue Wedding Party Bridal Fancy Hair Clip Headband Hair Accessories Wedding Tiara,stores,Amazon Fashion,4.0,466.0,312.0,999.0,68.77
Fantosy women alliya shoulder bag (blue and White) (FNB-821),stores,Amazon Fashion,4.0,642.0,499.0,1699.0,70.63
"THE LITTLE LOOKERS Silicone Feeding Bib for Baby & Toddlers with Adjustable Strap, Waterproof, Easy to Wash | Stain Proof,...",stores,Amazon Fashion,4.1,73.0,225.0,399.0,43.61
"INDUS VALLEY Bio Organic Extra Virgin Organic Coconut Oil With Natural Aroma Of Coconut Oil For Body,Hair & Skin Care - 175ml",stores,Amazon Fashion,4.3,3562.0,201.0,299.0,32.78
Espoir Infinity Series with Day & Date Analog Boys And Mens Watch - Infinity0507,stores,Amazon Fashion,3.4,231.0,249.0,2495.0,90.02
"PALAY® 8 Pack Spiral Ring Size Adjuster for Loose Rings, Invisible Ring Resizer, Reducer Guard to Make Silver or Gold Ring...",stores,Amazon Fashion,4.2,108.0,393.0,816.0,51.84
Kraasa Slippers & Flip Flops for Men,stores,Amazon Fashion,3.4,8129.0,279.0,900.0,69.0
"Uvaan Assorted 4, 6, 8, 10, 12 Inch Nylon Cable Ties Zip Wire Organizer Ties, 50 Pieces Each Size Combo - Black",stores,Amazon Fashion,4.0,838.0,199.0,299.0,33.44
"DIGITEK® (DCB 001) Waterproof Camera Bag, Lightweight DSLR Backpack, Lens Accessories Carry Case for All DSLR Cameras-Made...",stores,Amazon Fashion,3.7,1072.0,1299.0,2048.0,36.57
KAYU™ Boys Snowfall Solid Regular Fit Full Sleeves T-Shirts {Pack of 2},stores,Amazon Fashion,0.0,0.0,649.0,699.0,7.15
Sasitrends One Gram Traditional Micro Gold Plated Necklace for Women and Girls,stores,Amazon Fashion,4.7,14.0,494.0,6369.0,92.24
"Wavex Wonder Wash Car Shampoo (1L) pH Neutral Formula For Safe Cleaning, Luxurious Suds - Ultra Slick Formula That Wont Sc...",stores,Amazon Fashion,4.3,4478.0,400.0,485.0,17.53
Joker & Witch Women's Aria Rosegold White Dial Analog Watch Bracelet Set,stores,Amazon Fashion,5.0,1.0,1175.0,4699.0,74.99
SAHIL SCARF WOMEN TASSEL STOLE (22X72INCH),stores,Amazon Fashion,4.0,134.0,199.0,399.0,50.13
Flavia Women's Sneaker,stores,Amazon Fashion,4.1,1344.0,359.0,1799.0,80.04
Aristocrat Plastic Hard 75 Cms Luggage- Luggage Set(Olymbtrrd_Rosered),stores,Amazon Fashion,4.3,93.0,6475.0,29650.0,78.16
"Beardo Ultraglow Face Wash for Men, 100ml | Brightens & Balances Skin Tone | Reduces Dark Spots | For oily to dry skin | G...",stores,Amazon Fashion,4.0,2151.0,245.0,350.0,30.0
SUKRA GOLD Thin Size Gold Plated & Brass Stylish Kolusu Ghungroo Golden Anklets for Women (Gold),stores,Amazon Fashion,4.0,123.0,315.0,2490.0,87.35
Floral Shirred Peplum Milkmaid Top,stores,Amazon Fashion,4.1,48.0,529.0,1499.0,64.71
Casio Vintage Series Digital Gold Dial Women's Watch-A700WMG-9ADF,stores,Amazon Fashion,4.5,142.0,4619.0,5295.0,12.77
"Tresemme Botanique Nourish & Replenish Shampoo 580 Ml, With Olive & Camellia Oil For Frizz Control & Hair Growth, Paraben ...",stores,Amazon Fashion,4.3,7694.0,536.0,670.0,20.0
KAYU™ Boys Snowfall Solid Regular Fit Full Sleeves T-Shirts {Pack of 5},stores,Amazon Fashion,0.0,0.0,1249.0,1299.0,3.85
GoSriKi Women Kurta with Pant & Dupatta,stores,Amazon Fashion,4.4,54.0,599.0,2599.0,76.95
"Prestige Popular Stainless Steel Outer Lid Pressure Cooker, 3 Litres, Silver",stores,Amazon Fashion,4.1,5820.0,1849.0,2030.0,8.92
Priyaasi Brass & Gold Plated AD Studded Geometric Pendant Black Beaded Chain Traditional Mangalsutra for Women (Gold),stores,Amazon Fashion,3.8,126.0,375.0,1340.0,72.01
BENYAR Luxury Business Casual Party-Wear Leather Chronograph Date Display Watch for Men,stores,Amazon Fashion,3.8,194.0,2890.0,4999.0,42.19
FENTACIA Men Casual Penny Loafers,stores,Amazon Fashion,3.6,3634.0,750.0,4499.0,83.33
"Love Beauty & Planet Onion, BlackSeed & Patchouli Hairfall Control Conditioner, 200ml",stores,Amazon Fashion,4.3,297.0,272.0,400.0,32.0
"Dream Beauty Fashion Women's High Waist Bell Bottom Trouser, Elastic Flared Bootcut Pants, Stretchy Parallel Leg for Casua...",stores,Amazon Fashion,3.7,30.0,379.0,999.0,62.06
"TRAWOC 50 Ltr Travel Backpack Water Resistant Daypack Bag for Cycling Trekking Hiking Camping, 1 Year Warranty, Grey",stores,Amazon Fashion,4.2,1383.0,1210.0,2999.0,59.65
"Maybelline New York Lip Balm, Moisturises and Protects from the Sun, Peach Bloom, 1.8g",stores,Amazon Fashion,4.2,3019.0,174.0,199.0,12.56
APARA Mint Meena One Gram Jewellery Gold Plated Pendant Chain Earring Stylish Jewellery set for Girls/Women,stores,Amazon Fashion,3.5,733.0,169.0,1715.0,90.15
Titan Raga Analog White Dial Women's Watch-NM2455SM01 / NL2455SM01/NP2455SM01,stores,Amazon Fashion,4.3,479.0,3795.0,3795.0,0.0
Skechers Mens Elite Flex- Dition Sneaker,stores,Amazon Fashion,4.1,203.0,3299.0,5999.0,45.01
ASIAN Women's & Girl's Slipper…,stores,Amazon Fashion,3.5,2240.0,269.0,499.0,46.09
Insight Cosmetics HD Conceal Correct Contour Light Skin,stores,Amazon Fashion,4.2,280.0,255.0,300.0,15.0
"Pigeon Special Non Induction Base Aluminium Non Stick Flat Tawa, 270mm, Cookware with 3mm width, Black",stores,Amazon Fashion,4.0,15146.0,713.0,995.0,28.34
Jiya Creation Women Diamond Studded Analog Quartz Magnet Style Latest Magnetic New Model 2021 Stylish Watch with Bracelet ...,stores,Amazon Fashion,3.8,580.0,349.0,999.0,65.07
MEENAZ Latest Hair Jewelry Traditional Gold Pearl Stylish Chain Mathapatti Combo Maang Tikka Jewellery Set for Women Girls...,stores,Amazon Fashion,3.8,677.0,280.0,3000.0,90.67
KAYU™ Boys Snowfall Solid Regular Fit Full Sleeves T-Shirts {Pack of 4},stores,Amazon Fashion,0.0,0.0,1125.0,1175.0,4.26
"Ustraa Anti-Dandruff Shampoo 250ml - With Climbazole, Ginger & Tea Tree Oil, Controls Dandruff & Fights Fungi & Bacteria, ...",stores,Amazon Fashion,3.7,1594.0,262.0,349.0,24.93
Isle Locada by Hidesign Women's SLING BAG(BLACK/BLACK),stores,Amazon Fashion,4.2,176.0,1869.0,4295.0,56.48
Cleesh Brand Men's Cotton Shorts | Men's Casual Wear | (Pack of 3),stores,Amazon Fashion,3.6,1310.0,599.0,799.0,25.03
Kamiliant KOJO Spinner Polyester 68 Cm Medium Grey Check-in Soft Luggage Check-in,stores,Amazon Fashion,4.1,124.0,3199.0,8250.0,61.22
Watch City Analogue Women's Watch (Dial Colored Strap),stores,Amazon Fashion,4.2,799.0,599.0,999.0,40.04
Ngt Online Model NO-2021-50 Evil Eye Unisex Pendant,stores,Amazon Fashion,3.0,10.0,199.0,500.0,60.2
Misamo Enterprise 500 ml. Olive Oil Dispenser Bottle and 120 ml. Square Glass Spice Jar With Silicone Folding Funnel (Pack...,stores,Amazon Fashion,4.3,5969.0,379.0,699.0,45.78
Yash Gallery Women's Cotton Floral Printed A-Line Kurta for Women,stores,Amazon Fashion,4.1,1003.0,659.0,2499.0,73.63
Sleema Fashion Cute Small Cat Style Backpack for Girls,stores,Amazon Fashion,3.6,281.0,339.0,999.0,66.07
Prestige Clean Home Water Purifier Cartridge,stores,Amazon Fashion,3.8,2651.0,595.0,640.0,7.03
Sonata Steel Daisies Analog Pink Dial Women's Watch-NL8151SM03/NP8151SM03,stores,Amazon Fashion,4.2,503.0,1349.0,1349.0,0.0
IndiWeaves� Boys Snowfall Solid Regular Fit Full Sleeves T-Shirts {Pack of 1},stores,Amazon Fashion,0.0,0.0,439.0,439.0,0.0
Shining Diva Fashion Jewelry Gold Plated Kundan Fancy Necklace Traditional Jewellery Set with Earrings for Women & Girls (...,stores,Amazon Fashion,3.8,505.0,329.0,2630.0,87.49
"LAKMÉ Absolute Argan Oil Serum Foundation with SPF 45, Ivory Cream/Warm Creme, 15ml, Dewy & Radiant Finish",stores,Amazon Fashion,3.9,1246.0,638.0,825.0,22.67
"Naturalis Essence of Nature Eucalyptus Essential Oil, Therapeutic Grade, Perfect For Steam Inhalation, Massage, Mosquitoes...",stores,Amazon Fashion,4.2,4334.0,269.0,355.0,24.23
F Gear Trail Sports Waist Bag (Marpat WL Camo),stores,Amazon Fashion,4.4,978.0,476.0,1198.0,60.27
Neeman's Eco Flip Flops for Women | Comfortable Indoor Outdoor Fashionable Slippers for Girls,stores,Amazon Fashion,3.8,2410.0,439.0,799.0,45.06
Titan Raga Viva Analog Grey Dial Women's Watch-NL2604WM01/NP2604WM01,stores,Amazon Fashion,4.4,370.0,5495.0,5495.0,0.0
FOGG PURELADY WOMEN SCENT GARDENIA 50ML,stores,Amazon Fashion,4.1,229.0,299.0,499.0,40.08
Fastrack Men Square Sunglasses Black Frame Green Lens Large (Product code-P449GR1TV),stores,Amazon Fashion,4.1,375.0,629.0,899.0,30.03
okos Men's Double Coated Popular Latest Style Stainless Steel Silver Neck Chain For Boys and Men CN1000206,stores,Amazon Fashion,3.7,188.0,169.0,999.0,83.08
Tommy Hilfiger Chase Mens Leather Global Coin Wallet Black (8903496163506),stores,Amazon Fashion,4.2,22.0,1249.0,2899.0,56.92
"Cello Swift Vacuum Insulated Flask | Hot and Cold Water Bottle | Double Walled Stainless Steel Bottle for Travel, Home, Of...",stores,Amazon Fashion,4.3,14401.0,949.0,1449.0,34.51
ASIAN Eco-Friendly Jute Bag-Reusable Tiffin/Shopping/Grocery Multipurpose Hand Bag with Zip & Handle for Men and Women (Pa...,stores,Amazon Fashion,3.3,64.0,199.0,499.0,60.12
KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 5},stores,Amazon Fashion,0.0,0.0,1849.0,1949.0,5.13
Fastrack Analog Silver Dial Women's Watch-NL6109SM03/NP6109SM03,stores,Amazon Fashion,4.3,774.0,2695.0,2895.0,6.91
Loneliest Women's Reusable Nipple Cover - Silicone Nipple Cover Bra Pad - Adhesive Reusable Nipple Pads - Thin Silicone Ni...,stores,Amazon Fashion,4.8,8.0,129.0,499.0,74.15
HADIE Daisy Necklace for Girls Women Pretty Flower Charm Pendant Chain,stores,Amazon Fashion,4.1,23.0,229.0,399.0,42.61
"Swara Agate Green Jade Crystal Stone Money Switch Word and Zibu Symbol Oval Shape for Prosperity, Money, Good Luck (Green ...",stores,Amazon Fashion,4.1,134.0,249.0,699.0,64.38
HEALTH FIT Men's PU Diabetic & Orthopedic Slipper Flip Flop,stores,Amazon Fashion,3.8,988.0,699.0,999.0,30.03
Finesse Women's Cotton Camisole,stores,Amazon Fashion,4.1,1647.0,289.0,999.0,71.07
Casio Analog-Digital Black Dial Men's Watch-GA-140-1A4DR (G976),stores,Amazon Fashion,4.5,331.0,8795.0,8795.0,0.0
YouBella Jewellery Set Multi-Color AAA Swiss Zircon Rose Gold Crystal Necklace Pendant Ring Bracelet Bangle and Earrings J...,stores,Amazon Fashion,4.2,363.0,999.0,2999.0,66.69
Godrej No.1 Sandal and Turmeric Soap - Pack of 4 (150g each) - High TFM (Grade 1 Soap) | Soaps For Bath | Long-Lasting Fra...,stores,Amazon Fashion,4.3,2073.0,189.0,189.0,0.0
BATA womens Palm Slipper,stores,Amazon Fashion,4.0,404.0,383.0,499.0,23.25
"TRASA Active Yoga Pants for Womens Gym High Waist with 3 Pockets, Tummy Control, Workout Pants 4 Way Stretch Yoga Legging...",stores,Amazon Fashion,3.9,871.0,579.0,2799.0,79.31
KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 5},stores,Amazon Fashion,0.0,0.0,1849.0,1949.0,5.13
WOW Skin Science Moroccan Argan Oil Shampoo For Dry Hair/Dandruff/Hair Loss/Hair Growth/Frizzy Hair (300 ml),stores,Amazon Fashion,3.9,8936.0,359.0,549.0,34.61
JAGER Analogue Men's Watch (Black Dial Black Colored Strap),stores,Amazon Fashion,3.7,1716.0,249.0,1599.0,84.43
"BRAND BASKET 5x11 Inches & 1 Pieces 6x4 Inches Handicraft Jewellery Box, Wedding Box, Meenakari Wooden Box, Vanity Box. Je...",stores,Amazon Fashion,3.9,34.0,699.0,1599.0,56.29
Woodland Men's Flip Flops,stores,Amazon Fashion,4.2,5004.0,299.0,299.0,0.0
SORU FASHION Women's Banarasi Silk Saree With Un-stitched Blouse,stores,Amazon Fashion,3.9,4939.0,980.0,5299.0,81.51
"Park Avenue Beer shampoo for Damage Free hair, with Hops, Barley, Proteins and Vit. B, Paraben Free, Natural Shine, Strong...",stores,Amazon Fashion,4.2,7651.0,212.06,260.0,18.44
Doctor Walk House Slipper for Women's Care Dr Orthopedic Super Comfort Fitting Flat Flip-Flop for Ladies and Girl’s_04ome...,stores,Amazon Fashion,4.4,6.0,249.0,799.0,68.84
IndiWeaves� Boys Snowfall Solid Regular Fit Full Sleeves T-Shirts {Pack of 4},stores,Amazon Fashion,0.0,0.0,1238.0,1293.0,4.25
"L'Oréal Professionnel Serie Expert Inforcer Shampoo 300 Ml, For Reduced Hair Breakage",stores,Amazon Fashion,4.3,1226.0,695.0,695.0,0.0
"BHC Ear Chain, Ear Chain for Earrings, Ear Chain for Girls & Women, Earring Support, with transparent Thread and Gold Colo...",stores,Amazon Fashion,4.2,22.0,145.0,250.0,42.0
"NIBOSI Watch for Women,Waterproof Women Wrist Watches Rose Gold Dial Formal Analogue-Digital Stainless Steel Watches for G...",stores,Amazon Fashion,3.9,42.0,1299.0,3000.0,56.7
Jimmy Jammy Baby Girls Summer Dress Suits Printed Cotton Top & Capri (Pack of 6 (3 Tops + 3 Polka Pants) Size 0 Months up ...,stores,Amazon Fashion,4.0,484.0,489.0,1659.0,70.52
Vendoz Women Black Casual Stylish Sneakers,stores,Amazon Fashion,3.7,1210.0,634.0,999.0,36.54
"Sujata Dynamix DX Mixer Grinder, 900W, 3 Jars (White,Plastic)",stores,Amazon Fashion,4.6,6741.0,6090.0,8478.0,28.17
Brado Jewellery Silver Plated Stainless Steel Chain For Boys and Man,stores,Amazon Fashion,3.8,56.0,109.0,499.0,78.16
RADHA LAKSHMI Handicrafts Women's Ikat Hand Block Print Pure Soft Cotton Mulmul Saree White Colour with Blouse Piece (AVAN...,stores,Amazon Fashion,3.4,11.0,799.0,2899.0,72.44
TIMEWEAR Timewear Slim Series Analog Women's Watch (Multicolour Dial Colored Strap),stores,Amazon Fashion,3.6,457.0,379.0,1499.0,74.72
Reshamm® Pre-Energized Green Jade Zibu Coin to Attract Money Cash flow and Wealth. Certified. Angle Number & Zibu Symbol o...,stores,Amazon Fashion,3.9,187.0,239.0,999.0,76.08
Bacca Bucci® Urban Retro Series Men's Fashion Sneakers-Korean Style Mid Top White Shoes for Men,stores,Amazon Fashion,3.9,993.0,1074.0,2999.0,64.19
"Fiama Shower gel Blackcurrant & Bearberry 250ml, Fiama Shower Gel Peach & Avocado 250ml, Fiama Shower Gel Lemongrass & Joj...",stores,Amazon Fashion,4.4,414.0,388.0,597.0,35.01
KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 4},stores,Amazon Fashion,0.0,0.0,1599.0,1649.0,3.03
Amazon Brand - Eden & Ivy Women's Cotton Knee Length Casual Regular Nightgown,stores,Amazon Fashion,4.2,5297.0,274.95,1499.0,81.66
YouBella Jewellery Afghani Tribal Oxidised Silver Plated Combo of 3 Rings for Women and Girls (YBRG_20136),stores,Amazon Fashion,3.5,244.0,225.0,999.0,77.48
Orpat OEH-1220 2000-Watt Fan Heater (White),stores,Amazon Fashion,4.1,44099.0,1050.0,1295.0,18.92
FATMUG Polyester Bag Organizers (Set of 4) (Black_600027SWBGA1),stores,Amazon Fashion,4.4,171.0,879.0,999.0,12.01
"Maxima New Smartwatch Max Pro Bold Advanced Bluetooth calling with AAC Speakers & Largest 1.81"" HD Display, AI Voice Assis...",stores,Amazon Fashion,3.9,104.0,2790.0,8999.0,69.0
Amazon Brand - Eden & Ivy Women's Bag,stores,Amazon Fashion,4.1,679.0,779.0,1899.0,58.98
Elica Vetro Glass Top 3 Burner Gas Stove (703 CT VETRO BLK),stores,Amazon Fashion,4.2,11125.0,3499.0,6490.0,46.09
Jockey Men's Cap,stores,Amazon Fashion,4.2,104.0,699.0,699.0,0.0
"Amethyst Crystal Healing Rough Stone, Natural Raw Crystals for Manifestation, Meditation and Reiki Healing (2 Pieces)",stores,Amazon Fashion,3.9,11.0,349.0,2900.0,87.97
Rynox® Gripper Reflective Motorcycle Luggage Bungee Strap/Cord (Black),stores,Amazon Fashion,4.4,236.0,250.0,250.0,0.0
"Nivea Men Body Wash, Active Clean With Active Charcoal, Shower Gel For Body, Face & Hair, 500 ml",stores,Amazon Fashion,4.4,7269.0,304.0,499.0,39.08
KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 3},stores,Amazon Fashion,0.0,0.0,1249.0,1299.0,3.85
SKYLOFTS White Pearl Hanging Charm Watch Bracelet for Girls (Off-White),stores,Amazon Fashion,3.8,339.0,349.0,799.0,56.32
Jockey Women's Shorties,stores,Amazon Fashion,4.0,77.0,329.0,329.0,0.0
Aurion Weight Band 0.5 KG X 2 (Black)| Resistance Exercise | Resistance Bands | Wrist Ankle | Fitness Band | Unisex Workou...,stores,Amazon Fashion,4.1,1925.0,199.0,199.0,0.0
AUXTER Faux Leather 23 Cms Duffle Bag(AUX_GB_LE_BLACK_SHOE__29_ Brown),stores,Amazon Fashion,4.3,418.0,436.0,1299.0,66.44
Brienstripe Front Heel Liner - Women High Heel Half Forefoot Insert Toe Plug Cushion Pain Relief Protector Big Shoes Toe F...,stores,Amazon Fashion,3.3,17.0,204.0,599.0,65.94
Helisha Women's & Girls bra hook extender for women –Save Your Bra Increase Band Length_Bra Extensions_Bra Extender Hook_B...,stores,Amazon Fashion,4.2,599.0,208.0,999.0,79.18
Joker & Witch Women's Ella Black Analog Dial Watch (Golden),stores,Amazon Fashion,3.1,26.0,949.0,3799.0,75.02
Puma Daypack IND II Backpack,stores,Amazon Fashion,3.8,71.0,399.0,999.0,60.06
YouBella Jewellery Gold Plated Floral Earrings for Girls and Women,stores,Amazon Fashion,4.1,690.0,220.0,1599.0,86.24
"Treo By Milton Cube Storage Glass Jar, 1 Piece, 1000 ml, Transparent | BPA Free | Storage Jar | Kitchen Organizer Modular...",stores,Amazon Fashion,4.4,17373.0,189.0,250.0,24.4
Campus Women's Brownie Running Shoes,stores,Amazon Fashion,4.1,502.0,1519.0,1899.0,20.01
GoSriKi Women Kurta with Pant & Dupatta,stores,Amazon Fashion,3.9,31.0,618.0,2599.0,76.22
